'state_territory','county_name','county_web_link','founded','named_for','seat','largest_city','total_population','density','congressional_district'
'indiana','wabash_county','http://www.wabashcounty.in.gov/','jan. 1820; organized 1835','wabash river','wabash','wabash','420.98sqmi (1090.3km2)','85/sqmi (33/km2)','2nd'
'indiana','warren_county','http://www.warrencounty.in.gov/','march 1 1827','joseph warren','williamsport','nan','366.40sqmi (949.0km2)','23/sqmi (9/km2)','4th'
'indiana','warrick_county','http://www.warrickcounty.gov/','april 30 1813','jacob warrick','boonville','boonville','63898','160/sqmi (63/km2)','8th'
'indiana','washington_county','http://www.washingtoncounty.in.gov','1814','george washington','salem','salem','516.60sqmi (1338.0km2)','54.4/sqmi (21.0/km2)','9th'
'indiana','wayne_county','http://co.wayne.in.us','1811','anthony wayne','richmond','richmond','404.34sqmi (1047.2km2)','176/sqmi (68/km2)','6th'
'indiana','wells_county','http://www.wellscounty.org','1837','william a. wells','bluffton','bluffton','28180','76/sqmi (29/km2)','3rd'
'indiana','white_county','http://www.whitecountyin.us/','1 february 1834 (authorized)','isaac white','monticello','monticello','508.68sqmi (1317.5km2)','47.8/sqmi (18.5/km2)','4th'
'indiana','whitley_county','https://whitleygov.com/','7 february 1835 (authorized)1838 (organized)','william whitley','columbia city','columbia city','337.91sqmi (875.2km2)','101.6/sqmi (39.2/km2)','3rd'
'iowa','adair_county','http://www.adaircountyiowa.org','1851','john adair','greenfield','greenfield','7496','13/sqmi (5.1/km2)','3rd'
'iowa','adams_county','https://adamscounty.iowa.gov/','march 12 1853','john adams','corning','corning','3704','8.7/sqmi (3.4/km2)','3rd'
'iowa','allamakee_county','https://allamakeecounty.iowa.gov/','1847','nan','waukon','waukon','14061','21/sqmi (8.2/km2)','1st'
'iowa','appanoose_county','https://appanoosecounty.iowa.gov/','1843','chief appanoose','centerville','centerville','12317','24/sqmi (9.2/km2)','2nd'
'iowa','audubon_county','https://www.auduboncountyia.gov/','1851','john james audubon','audubon','audubon','5674','13/sqmi (4.9/km2)','4th'
'iowa','benton_county','https://www.bentoncountyia.gov/','1837','thomas hart benton','vinton','vinton','25575','36/sqmi (14/km2)','1st'
'iowa','black_hawk_county','https://www.blackhawkcounty.iowa.gov/','1843','black hawk','waterloo','waterloo','131144','230/sqmi (88/km2)','1st'
'iowa','boone_county','https://www.boonecounty.iowa.gov/','january 13 1846','nan','boone','boone','26715','47/sqmi (18/km2)','4th'
'iowa','bremer_county','https://www.bremercounty.iowa.gov/','1851; 171years ago(1851)','fredrika bremer','waverly','waverly','24988','57/sqmi (22/km2)','1st'
'iowa','buchanan_county','http://www.buchanancountyiowa.org','1837','james buchanan','independence','independence','20565','36/sqmi (14/km2)','1st'
'iowa','buena_vista_county','https://buenavistacounty.iowa.gov/','1851','battle of buena vista','storm lake','storm lake','20823','36/sqmi (14/km2)','4th'
'iowa','butler_county','https://butlercounty.iowa.gov/','1851','william orlando butler','allison','parkersburg','14334','25/sqmi (9.5/km2)','4th'
'iowa','calhoun_county','https://www.calhouncounty.iowa.gov/','1855','john c. calhoun','rockwell city','lake city','9927','17/sqmi (6.7/km2)','4th'
'iowa','carroll_county','https://www.carrollcountyiowa.gov/','1851','charles carroll of carrollton','carroll','carroll','20760','36/sqmi (14/km2)','4th'
'iowa','cass_county','https://www.casscountyia.gov/','1851','lewis cass','atlantic','atlantic','13127','23/sqmi (9.0/km2)','3rd'
'iowa','cedar_county','https://cedarcounty.iowa.gov/','1837','cedar river','tipton','tipton','18505','32/sqmi (12/km2)','2nd'
'iowa','cerro_gordo_county','http://www.cgcounty.org','1851','battle of cerro gordo','mason city','mason city','43127','75/sqmi (29/km2)','4th'
'iowa','cherokee_county','https://www.cherokeecounty.iowa.gov/','1851','cherokee people','cherokee','cherokee','11658','20/sqmi (7.8/km2)','4th'
'iowa','chickasaw_county','https://chickasawcounty.iowa.gov/','january 15 1851','chickasaw people','new hampton','new hampton','12012','24/sqmi (9.2/km2)','4th'
'iowa','clarke_county','https://clarkecounty.iowa.gov/','january 13 1846','james clarke','osceola','osceola','9748','23/sqmi (8.7/km2)','2nd'
'iowa','clay_county','https://claycounty.iowa.gov/','1851','henry clay jr.','spencer','spencer','16384','29/sqmi (11/km2)','4th'
'iowa','clayton_county','http://www.claytoncountyia.gov','1837','john m. clayton','elkader','guttenberg','17043','21/sqmi (8.3/km2)','1st'
'iowa','clinton_county','http://www.clintoncounty-ia.gov','1837','dewitt clinton','clinton','clinton','46460','65/sqmi (25/km2)','2nd'
'iowa','crawford_county','https://www.crawfordcounty.iowa.gov/','1851/1855','william harris crawford','denison','denison','16525','23/sqmi (8.9/km2)','4th'
'iowa','dallas_county','https://www.dallascountyiowa.gov/','january 13 1846','george m. dallas','adel','waukee','99678','170/sqmi (65/km2)','3rd'
'iowa','davis_county','http://www.daviscountyiowa.org','1843','garrett davis','bloomfield','bloomfield','9110','18/sqmi (7.0/km2)','2nd'
'iowa','decatur_county','http://www.decaturcountyiowa.org/','1846','stephen decatur jr.','leon','lamoni','7645','14/sqmi (5.5/km2)','2nd'
'iowa','delaware_county','https://delawarecounty.iowa.gov/','1837','state of delaware','manchester','manchester','17488','30/sqmi (12/km2)','1st'
'iowa','des_moines_county','https://www.desmoinescounty.iowa.gov/','1834','des moines river','burlington','burlington','38910','90/sqmi (35/km2)','2nd'
'iowa','dickinson_county','https://dickinsoncountyiowa.gov/','1857','daniel s. dickinson','spirit lake','spirit lake','17703','44/sqmi (17/km2)','4th'
'iowa','dubuque_county','https://www.dubuquecountyiowa.gov/','1834','julien dubuque','dubuque','dubuque','99266','160/sqmi (62/km2)','1st'
'iowa','emmet_county','https://emmetcounty.iowa.gov/','1851','robert emmet','estherville','estherville','9388','23/sqmi (8.9/km2)','4th'
'iowa','fayette_county','https://fayettecounty.iowa.gov/','1837','marquis de lafayette','west union','oelwein','19509','27/sqmi (10/km2)','1st'
'iowa','floyd_county','https://www.floydco.iowa.gov/','1851','charles floyd','charles city','charles city','15627','31/sqmi (12/km2)','4th'
'iowa','franklin_county','https://www.franklincountyia.gov/','1851','benjamin franklin','hampton','hampton','10019','17/sqmi (6.6/km2)','4th'
'iowa','fremont_county','https://www.fremontcountyia.gov/','1847','john c. fremont','sidney','hamburg','6605','13/sqmi (4.9/km2)','3rd'
'iowa','greene_county','http://www.co.greene.ia.us','1851','nathanael greene','jefferson','jefferson','8771','15/sqmi (5.9/km2)','4th'
'iowa','grundy_county','https://www.grundycountyiowa.gov/','1851','felix grundy','grundy center','grundy center','12329','25/sqmi (9.5/km2)','4th'
'iowa','guthrie_county','http://www.guthriecounty.org','1851','nan','guthrie center','guthrie center','10623','18/sqmi (6.9/km2)','3rd'
'iowa','hamilton_county','https://www.hamiltoncounty.iowa.gov/','1856','nan','webster city','webster city','15039','26/sqmi (10/km2)','4th'
'iowa','hancock_county','https://hancockcountyia.gov/','1851','john hancock','garner','garner','10795','19/sqmi (7.3/km2)','4th'
'iowa','hardin_county','https://www.hardincountyia.gov/','1851','john j. hardin','eldora','iowa falls','16878','30/sqmi (11/km2)','4th'
'iowa','harrison_county','http://www.harrisoncountyia.org','1851','william henry harrison','logan','missouri valley','14582','21/sqmi (8.0/km2)','4th'
'iowa','henry_county','https://henrycounty.iowa.gov/','december 7 1836','henry dodge','mount pleasant','mount pleasant','20482','47/sqmi (18/km2)','2nd'
'iowa','howard_county','https://howardcounty.iowa.gov/','1851','tilghman howard','cresco','cresco','9469','20/sqmi (7.7/km2)','1st'
'iowa','humboldt_county','https://www.humboldtcounty.iowa.gov/','january 28 1857','alexander von humboldt','dakota city','humboldt','9597','22/sqmi (8.5/km2)','4th'
'iowa','ida_county','https://idacounty.iowa.gov/','january 15 1851','nan','ida grove','ida grove','7005','16/sqmi (6.3/km2)','4th'
'iowa','iowa_county','https://iowacounty.iowa.gov/','1843','iowa river','marengo','williamsburg','16662','28/sqmi (11/km2)','1st'
'iowa','jackson_county','https://jacksoncounty.iowa.gov/','december 21 1837','andrew jackson','maquoketa','maquoketa','19485','30/sqmi (12/km2)','1st'
'iowa','jasper_county','http://www.co.jasper.ia.us','1846','william jasper','newton','newton','37813','52/sqmi (20/km2)','2nd'
'iowa','jefferson_county','nan','21 january 1839','thomas jefferson','fairfield','fairfield','15663','36/sqmi (14/km2)','2nd'
'iowa','johnson_county','https://www.johnsoncountyiowa.gov/','december 21 1837','richard mentor johnson (1837–2020)lulu johnson (since 2020)','iowa city','iowa city','152854','250/sqmi (95/km2)','2nd'
'iowa','jones_county','https://www.jonescountyiowa.gov/','december 21 1837','george wallace jones','anamosa','anamosa','20646','36/sqmi (14/km2)','1st'
'iowa','keokuk_county','https://www.keokukcountyia.com/','17 february 1843','keokuk (sauk leader)','sigourney','sigourney','10033','17/sqmi (6.7/km2)',"[[iowa's 2nd congressional district|2nd]]"
'iowa','kossuth_county','https://kossuthcounty.iowa.gov/','january 15 1851','lajos kossuth','algona','algona','14828','15/sqmi (5.9/km2)','4th'
'iowa','lee_county','http://www.leecounty.org','1836','nan','fort madison and keokuk','fort madison','33555','62/sqmi (24/km2)','2nd'
'iowa','linn_county','https://www.linncountyiowa.gov/','1839','lewis linn','cedar rapids','cedar rapids','230299','320/sqmi (120/km2)','1st'
'iowa','louisa_county','https://louisacountyia.gov/','1836','nan','wapello','wapello','10837','26/sqmi (10/km2)','2nd'
'iowa','lucas_county','nan','1846','robert lucas','chariton','chariton','8634','20/sqmi (7.7/km2)','2nd'
'iowa','lyon_county','https://lyoncounty.iowa.gov/','january 15 1851','nathaniel lyon','rock rapids','rock rapids','11934','20/sqmi (7.8/km2)','4th'
'iowa','madison_county','https://madisoncounty.iowa.gov/','1846','james madison','winterset','winterset','16548','29/sqmi (11/km2)','3rd'
'iowa','mahaska_county','https://www.mahaskacountyia.gov/','february 17 1843','chief mahaska','oskaloosa','oskaloosa','22190','39/sqmi (15/km2)','2nd'
'iowa','marion_county','https://www.marioncountyiowa.gov/','1845','francis marion','knoxville','pella','33414','59/sqmi (23/km2)','2nd'
'iowa','marshall_county','http://www.marshallcountyia.gov','1846','john marshall','marshalltown','marshalltown','40105','70/sqmi (27/km2)','1st'
'iowa','mills_county','https://www.millscountyiowa.gov/','1851','nan','glenwood','glenwood','14484','33/sqmi (13/km2)','3rd'
'iowa','mitchell_county','https://mitchellcounty.iowa.gov/','1851','john mitchel','osage','osage','10565','22/sqmi (8.7/km2)','1st'
'iowa','monona_county','https://www.mononacounty.org/','1851','nan','onawa','onawa','8751','13/sqmi (4.8/km2)','4th'
'iowa','monroe_county','https://monroecounty.iowa.gov/','1843','nan','albia','albia','7577','17/sqmi (6.7/km2)','2nd'
'iowa','montgomery_county','https://montgomerycountyia.gov/','1851','richard montgomery','red oak','red oak','10330','24/sqmi (9.4/km2)','3rd'
'iowa','muscatine_county','https://www.muscatinecountyiowa.gov/','december 7 1836','mascouten tribe','muscatine','muscatine','43235','96/sqmi (37/km2)','2nd'
'iowa',"o'brien_county",'https://obriencounty.iowa.gov/','15 january 1851[1]',"william smith o'brien",'primghar','sheldon','14182','25/sqmi (9.6/km2)','4th'
'iowa','osceola_county','https://osceolacountyia.gov/','1871','osceola','sibley','sibley','6192','16/sqmi (6.0/km2)','4th'
'iowa','page_county','https://pagecounty.iowa.gov/','february 24 1847','john page','clarinda','clarinda','15211','28/sqmi (11/km2)','3rd'
'iowa','palo_alto_county','https://paloaltocounty.iowa.gov/','january 15 1851','battle of palo alto','emmetsburg','emmetsburg','8996','16/sqmi (6.1/km2)','4th'
'iowa','plymouth_county','http://www.co.plymouth.ia.us','january 15 1851','nan','le mars','le mars','25698','30/sqmi (11/km2)','4th'
'iowa','pocahontas_county','https://pocahontascounty.iowa.gov/','1851','pocahontas','pocahontas','pocahontas','7078','12/sqmi (4.7/km2)','4th'
'iowa','polk_county','https://www.polkcountyiowa.gov/','january 13 1846','james k. polk','des moines','des moines','492401','830/sqmi (320/km2)','3rd'
'iowa','pottawattamie_county','https://www.pottcounty-ia.gov/','september 21 1848','potawatomi tribe','council bluffs','council bluffs','93667','98/sqmi (38/km2)','3rd'
'iowa','poweshiek_county','https://poweshiekcounty.org/','1843','poweshiek meskwaki chief','montezuma','grinnell','18662','32/sqmi (12/km2)','1st'
'iowa','ringgold_county','https://www.ringgoldcounty.iowa.gov/','february 24 1847','samuel ringgold','mount ayr','mount ayr','4663','8.7/sqmi (3.3/km2)','3rd'
'iowa','sac_county','https://www.saccountyiowa.gov/','january 15 1851','sac and fox nation','sac city','sac city','9814','17/sqmi (6.6/km2)','4th'
'iowa','scott_county','https://www.scottcountyiowa.gov/','1837','winfield scott','davenport','davenport','174669','370/sqmi (140/km2)','2nd'
'iowa','shelby_county','https://shelbycounty.iowa.gov/','1851','isaac shelby','harlan','harlan','11746','20/sqmi (7.6/km2)','4th'
'iowa','sioux_county','https://siouxcountyia.gov/','1851','sioux people','orange city','sioux center','35872','47/sqmi (18/km2)','4th'
'iowa','story_county','https://www.storycountyiowa.gov/','1846','joseph story','nevada','ames','98537','170/sqmi (66/km2)','4th'
'iowa','tama_county','http://www.tamacounty.org','1843','taimah','toledo','tama','17135','24/sqmi (9.2/km2)','1st'
'iowa','taylor_county','https://taylorcounty.iowa.gov/','1847','zachary taylor','bedford','bedford','5896','11/sqmi (4.3/km2)','3rd'
'iowa','union_county','https://unioncountyiowa.gov/','1853','nan','creston','creston','12138','28/sqmi (11/km2)','3rd'
'iowa','van_buren_county','https://www.vanburencounty.iowa.gov/','december 7 1836','martin van buren','keosauqua','keosauqua','7203','15/sqmi (5.7/km2)','2nd'
'iowa','wapello_county','http://www.wapellocounty.org','1843','wapello','ottumwa','ottumwa','35437','81/sqmi (31/km2)','2nd'
'iowa','warren_county','http://www.warrencountyia.org','1846','joseph warren','indianola','indianola','52403','91/sqmi (35/km2)','3rd'
'iowa','washington_county','https://washingtoncounty.iowa.gov/','january 18 1838','george washington','washington','washington','22565','40/sqmi (15/km2)','2nd'
'iowa','wayne_county','https://www.waynecountyia.com/','1846','anthony wayne','corydon','corydon','6497','12/sqmi (4.8/km2)','2nd'
'iowa','webster_county','https://www.webstercountyia.gov/','january 15 1851','daniel webster','fort dodge','fort dodge','36999','52/sqmi (20/km2)','4th'
'iowa','winnebago_county','https://www.winnebagocountyiowa.gov','1847','winnebago tribe','forest city','forest city','10679','27/sqmi (10/km2)','4th'
'iowa','winneshiek_county','https://winneshiekcounty.iowa.gov/','1847','chief winneshiek','decorah','decorah','20070','29/sqmi (11/km2)','1st'
'iowa','woodbury_county','http://www.woodburycountyiowa.gov','1851','levi woodbury[1]','sioux city','sioux city','105941','120/sqmi (47/km2)','4th'
'iowa','worth_county','https://worthcountyiowa.gov/','1851','william jenkins worth','northwood','northwood','7443','19/sqmi (7.1/km2)','1st'
'iowa','wright_county','https://wrightcounty.iowa.gov/','january 15 1851','silas wright','clarion','eagle grove','12943','22/sqmi (8.6/km2)','4th'
